cleaned_comment,Quality,Price,Delivery,Service
độ nhanh byg chất_liệu inot thiết_kế dep nhe lầu đầu mua đồ điện tren mạng thấy rẻ quá không bt như nào . tin vào mấy đánh_giá tốt nên mua . theo mình thấy cg được rẻ nên cg lo không dùng được lâu dễ hỏng hoặc cháy á,0,2,2,-1
nội_dung rất hay và ý_nghĩa . mọi người nên đọc để cảm_nhận !,2,-1,-1,-1
"đe_p , mua vê sa ch bao kĩ hơi ba n ne bdhsuz i isjxhdjw djsiwisjdf dhxifiriiwidid he udu jis jjw hrw",-1,-1,-1,-1
"tiki giao hàng hàng nhanh , đóng_gói cẩn_thận , lần tái_bản này vẫn còn 1 lỗi chính_tả nhỏ nhưng cũng không đáng_kể vì tác_phẩm đọc rất hay !",0,-1,2,-1
thích nhất là mấy cuốn sách được bọc nilong . không bị bẩn hay sờn gì luôn ? ? chuyện của bác ánh thì đỉnh rồi 3 dịch_vụ giao hàng hàng thì chưa đầy một ngày giao hàng về luônn tui quen roi tại vì trong nội_thành bìa đẹp hơn trong ảnh . mua sách online của tiki là không bao_giờ phải sợ gì hết 33,2,-1,1,-1
"chất_lượng sản_phẩm tốt nhưng quá ồn tính_năng nổi_bật bình_thường đúng với mô_tả đúng như hình hàng giao hàng đóng_gói như cái n lúc nhận hàng tưởng nát không , bên trong không có nổi một miếng xốp bên ngoài thì rách móp te_tua",0,-1,0,-1
hàng mua màu đen giao hàng trắng chả thật_thà sạc thì cả đêm sài chưa tới 10ph,2,-1,1,-1
"đúng với mô_tả đẹp , chính hãng màu_sắc be trắng chất_liệu mỏng , thoải_mái , chìu dài lí_tưởng rẻ , đẹp , co_dãn tốt , người bán tuyệt_vời , đi vào thoải_mái , giao hàng hàng nhanh , đúng như mô_tả .",2,2,2,-1
"độ nhanh tốt chất_liệu mongr thiết_kế tốt she s older , wiser , and way out of my league . i know i shouldn tôi fall for her , but i did . every time she laughs , it feels like the world gets quieter . i wish she could see me the way i see her but to her , i mình just a kid trying too hard to grow up .",2,-1,2,-1
đúng với mô_tả vớ mỏng chất_liệu cotton màu_sắc dỏm,0,-1,-1,-1
"rất dỏm , về bị méo_xẹo , khét khét cái mùi",0,-1,-1,-1
tính_năng nổi_bật hút không mạnh đúng với mô_tả thiếu 1 cái đầu không giống trong hình tệ,0,-1,-1,-1
giao hàng hàng quá chậm ! ... ... ... ... ... ...,1,-1,0,-1
tạm hàng dính dơ nhiều,0,-1,-1,-1
chất_lượng sản_phẩm tốt đối_tượng sử_dụng tốt mùi hương tốt giá_cả phải_chăng . giao hàng hàng hơi lâu thôi . ủng_hộ cửa_hàng nhé các bạn . nhưng cũng đừng nên mua gì ở shoppe nữa các bạn nhé . toàn treo đầu dê bán thịt chó thôi . cùng chung tay với cửa_hàng lừa_đảo khách_hàng . giao hàng toàn hàng hỏng hàng trưng_bày trầy_xước hỏng . tiền mất tật mang .,0,2,0,0
bị cong và rách hết sách .,0,-1,0,-1
giao hàng hàng nhanh . hàng đúng mô_tả . đủ số_lượng kim và xi_lanh . sử_dụng nhanh và tiện_lợi dễ_dàng . cho cửa_hàng 5 sao . sẽ ủng_hộ tiếp những lần sau nữa .,1,-1,2,-1
sách đẹp . nội_dung hay mọi người nên mua vì mình đang tìm những quyển sách có nội_dung tạo động_lực như này ? ? ? ?,2,-1,-1,-1
cực hài_lòng . ch lg sách tốt . đ tặng thêm sổ tqy cực yêu lunnn nè,2,-1,-1,-1
"đối_tượng sử_dụng tre so sinh chất_lượng sản_phẩm tốt giao hàng đủ số_lượng , giao hàng hàng nhanh . đóng_gói cẩn_thận . mình mua để mang đi từ_thiện mà thấy khăn cũng đẹp và giá lại rẻ hơn so với cửa_hàng khác",2,2,2,-1
"chất_lượng sản_phẩm tốt đúng với mô_tả đúng với mô_tả quạt nhỏ gọn , dùng khá mát , cửa_hàng giao hàng hàng nhanh",2,-1,2,-1
chất_lượng,2,-1,-1,-1
"chất_liệu thaams huts độ đàn_hồi co gian màu_sắc sang chất_liệu tốt , giao hàng nhanh , tư_vấn khách nhiệt_tình , nói_chung là rất ổn mình rất recommend mng mua nha",2,-1,2,2
xay cà_rốt còn khó,-1,-1,-1,-1
"màu_sắc trắng đúng với mô_tả đúng mô_tả chất_liệu vải đóng_gói cẩn_thận , giao hàng hàng nhanh , hàng đúng mô_tả , chất_liệu vải dày_dặn , độ co_giãn tốt . hàng tốt mọi người nên mua",2,-1,2,-1
hộp cũ mua tại cửa_hàng mẹ và bé thì không có chữ made in china phía dưới và date xa hơn của cửa_hàng,0,-1,-1,-1
"đúng với mô_tả không chất_lượng sản_phẩm kém tính_năng nổi_bật bt cửa_hàng bán hành không đúng quảng_cáo , mới mua gần 100k ghi bảo_hành 24th mà hỏng kêu hết tgian bảo_hành cho , hàng dùng được mấy lần là hỏng khét , mn đừng mua tốn tiền",0,1,-1,-1
màu_sắc trắng chất_liệu vãi tất khá mỏng,0,-1,-1,-1
ấm mới đun đã rò_rỉ nước,0,-1,-1,-1
"màu_sắc_đẹp chất_liệu vải đúng với mô_tả đúng dịch_vụ giao hàng hàng nhanh như chớp , sản_phẩm_chất_lượng tốt , giá_thành hợp_lý so với thị_trường . giá_cả ổn_áp , chất_lượng sản_phẩm quá ấn_tượng . ước biết đến sốp này sớm hơn ! mua hàng được nhân_viên cửa_hàng hỗ_trợ tới tận chân răng luôn , giao hàng hàng thì đúng hẹn . cực ưng_ý !",2,2,2,2
"lần đầu mua hàng của cửa_hàng giao hàng đủ hàng , hàng y quảng_cáo . dao nhỏ gọn cũng dễ dùng mà gập lại hơi khó xài . có điều cọ rửa bình lý nhỏ với không chắc_chắn lắm . hàng rẻ nên không yêu_cầu cao được . bao_tay chưa dùng không biết bền không nữa",0,2,1,-1
chất_liệu vải 2 lớp màu_sắc trắng là loại vải catton 2 lớp . mìh cứ nghĩ sẽ dày hơn nhưg ks với giá ấy là quá tốt r . giao hàng hàg nhah,2,1,1,-1
không như mông đợi,-1,-1,-1,-1
"đúng với mô_tả khoong chất_lượng sản_phẩm ổn đặt màu trắng cửa_hàng lại giao hàng màu xanh , quạt nhìn khá ổn , hơi tiếc là không đúng màu mình thích",2,-1,1,-1
"sản_phẩm nhìn đẹp , chất_liệu thoải_mái",2,-1,-1,-1
"tính_năng nổi_bật tốt đúng với mô_tả đúng với mô_tả chất_lượng sản_phẩm tốt hình_ảnh mình đăng chỉ mang tính_chất minh_họa , vì mua gửi cho người_thân nên không chụp được hình nhưng người_thân mình dùng nói là sản_phẩm dùng tốt giá_cả lại hợp_lí phải_chăng , . với giá này dùng được nhà bà_con",2,2,-1,-1
"đóng_gói không cẩn_thận , sắp_xếp không ngay_ngắn , sản_phẩm nhàu_nát , 1 túi bị bục .",1,-1,0,-1
đúng với mô_tả đúng chất_lượng sản_phẩm lúc pin tầm 60 trở xuống là pin xuống rất nhanh,2,-1,2,-1
"đồ điện mà đóng_hộp sơ_sài giao hàng về đến nơi móp ấm , bể đáy , bó_tay",0,-1,0,-1
sản_phẩm tốt,2,-1,-1,-1
"tiki giao hàng nhanh và sớm hơn dự_định , đóng_gói tuy sơ_sài những chất_lượng sách rất ổn_định , không bị cong mép hay rách . sách đọc rất hay , dành nhiều hươn cho những ai đang muốn kiếm tìm một mối tình đầy tiếc_nuối .",2,-1,0,-1
sản_phẩm không dùng được đã yêu đổi hàng nhưng không động_tĩnh gì,2,-1,-1,-1
sách đỉnh,2,-1,-1,-1
tất vải mỏng tạm ổn nha,0,-1,-1,-1
"sản_phẩm rất tốt , chất_lượng vượt mong_đợi . thiết_kế đẹp , dễ sử_dụng , và giá_cả hợp_lý . dịch_vụ giao hàng hàng nhanh_chóng và đóng_gói cẩn_thận . rất hài_lòng , sẽ tiếp_tục ủng_hộ trong tương_lai !",2,2,2,-1
đúng với mô_tả đúng y hình chất_lượng sản_phẩm tốt quạt mini rất dễ_thương . tiện_lợi đi đâu cũng mang theo bên mình được . sức gió mạnh mát . . rất la ưng với sản_phẩm,2,-1,-1,2
"mùi hương không mùi đối_tượng sử_dụng ai cx sài được chưa ưng_ý lắm , khăn nhỏ quá , lại còn mỏng , cân_nhắc trước khi mua nha",0,-1,-1,-1
"cửa_hàng giao hàng hàng lỗi , khăn ướt mà hở hết thì đâu còn dùng được . thươg hiệu mà khâu đóng_gói hàng quá tệ",0,-1,1,-1
chất_liệu tốt độ đàn_hồi tốt màu_sắc trắng tất đẹp nha nó không dày quá đâu kiểu bình_thường ý cả đông cả hè đều đi được nhé chất không mỏng quá không dày quá kiểu phù_hợp cho mùa đông với hè,2,-1,-1,-1
chất_lượng sản_phẩm kem đầu góc cao_su vẫn quá cứng,2,0,-1,-1
chất_liệu mongr deex bij xuf,-1,-1,-1,-1
"cối_xay rất mỏng nha với nấp xay làm nhựa mỏng luon tui kì_vọng rất nhiều nhưng mà nhận lại không tương_xứng , giao hàng thiếu long đền phần nụm dưới cối luon miếng cao xu thì rất mỏng nó dãn rất xấu luôn .",0,0,1,-1
"hàng nhận được giống hình , đóng_gói kỹ , giao hàng khá nhanh . chất_lượng tốt so với giá tiền , dùng ổn . cửa_hàng tư_vấn nhiệt_tình , sẽ quay lại mua tiếp .",2,1,2,2
đúng với mô_tả đúng với mô_tả chất_liệu chất_liệu đúng với mô_tả màu_sắc đen tất cổ thấp đeo thoải_mái thoáng mát nên mua nha,1,-1,-1,-1
độ mạnh qua yeu sản_phẩm không như quảng_cáo quá yếu xay còn bị bốc cả khói khét mù lên,0,-1,-1,-1
"đúng với mô_tả tốt chất_lượng sản_phẩm tốt màu xinh , pin xài lâu . không biết lâu_dài như nào nhưng chất_lượng quá tốt với giá tiền",2,1,0,-1
gối giao hàng cho mình 1 cái bị ố vàng như kiểu gối cũ đã dùng rồi ấy,0,-1,1,-1
chất_lượng sản_phẩm hiếu 1 goi,2,-1,-1,-1
máy tốt . chạy khá êm và khoẻ . cửa_hàng rất uy_tín,2,-1,-1,2
đúng với mô_tả quat chay yeu,2,-1,-1,-1
chất_lượng sản_phẩm tam tốt,2,-1,-1,-1
vjppp,-1,-1,-1,-1
"sách lỗi chút ở đầu , có phần đánh_máy sai nhưng nhìn_chung nội_dung không_thể chê vào đâu được ? ?",0,-1,-1,-1
"quạt không phải của hãng godwell , treo đầu dê bán thịt chó",-1,-1,-1,-1
"chất_lượng sản_phẩm tốt_tính_năng nổi_bật hút bụi đúng với mô_tả đúng mở ra thấy hút siêu mạnh nhé , giá_thành cũng rẻ , không biết có bền không nhưng nói_chung là trước_mắt rất tốt",0,2,-1,-1
khá buồn nhưng vẫn hay,2,-1,-1,-1
sai màu muốn màu đẹp nên mới lên đây đặt cuối_cùng cho cái màu này đây,2,-1,-1,-1
siêu_tốc dởm không nên mua,0,-1,-1,-1
chưa kịp đục thì gãy rồi,0,-1,0,-1
"đúng với mô_tả dung chất_lượng sản_phẩm tot sản_phẩm cầm_chắc_tay , đúng như quảng_bá , có 5 mức_độ . mở ra là có sẵn 89 pin . cả nhà nên mua . e thấy rất tiện . đóng_gói chắc_chắn rất okay . đáng đồng_tiền , có dây đeo nữa",2,1,1,-1
"mới nhận hàng được 3 ngày thì đã hỏng , mỗi ngày cắm được 1 lần tính ra hôm_nay là được 2 lần cắm , hôm_nay hỏng luôn rất thất_vọng . giá bán bằng giá ngoài chứ khôg hề rẻ hơn . 1 trải nghiệm tệ",0,2,-1,-1
"quạt xài tốt nhưng cửa_hàng làm_ăn kì_cục . đặt màu tím để đi concert vì theme tím thì giao hàng 1 hồng 1 tím mà không hỏi ý khách trước khi gửi , rồi sao cầm đi concert ? ? ? nhưng mình vẫn cho_qua chuyện sai màu . vấn_đề thứ 2 là cái quạt hồng không có dây sạc và đế kèm như quạt tím . cửa_hàng nói đó là quà tặng kèm , cái có cái không . nhưng feedback của mn ai cũng có và cửa_hàng cũng không nói rõ về phụ_kiện trong mô_tả . nchung là chán luôn",0,-1,1,-1
"tiki giao hàng hàng nhanh , vải quần mịn mát co_dãn tốt rất đáng mua",2,-1,2,-1
hàng tốt chất_lượng,2,-1,-1,-1
"sản_phẩm không sử_dụng được , keo như loại băng_dính 2 mặt rơi ra nhanh_chóng , không nên mua .",1,-1,2,-1
"chất_lượng sản_phẩm không tốt đúng với mô_tả khôngggg pin yếu , hết pin nhanh vô_cùng cầm quạt được lúc là hếtttt 5 10 pinnnn 1 vì chất_lượng spham tệ 2 vì màu xinh nên cầm trang_trí được",0,-1,2,-1
"chất_liệu oki màu_sắc trắng đúng với mô_tả đúng nói_chung là đẹp , vừa chính hãng , đúng ý , với giá này thì rất rẻ , đẹp xin vừa í",2,2,-1,-1
"hàng chất_lượng kém , không dính được . không nên mua nhé",0,-1,-1,-1
"khăn không có dây treo như hình , để là size to mà mình thấy nó nhỏ như khăn chục bt",1,-1,-1,-1
tuy một_số trang sai chính_tả nhưng tốt,2,-1,-1,-1
"thời_gian giao hàng hàng rất nhanh , đặt hôm_qua đến ngày hôm sau mình đã nhận được hàng . cửa_hàng_phục_vụ tốt cho 5 sao .",2,2,2,-1
"tiền nào của đó thôi . mua về dùng được mấy bữa hỏng luôn , mo tơ yếu , pin kém chất_lượng",0,1,-1,-1
độ tuổi sử_dụng 16 chất_lượng sản_phẩm tốt độ dính kém,2,-1,-1,-1
chất_liệu vait công_dụng giữ ấm cổ cho bé hàng nhận được quàng cho con ổn những ngày thứ đầu mùa các mẹ nhé . khăn có 2 lấy bấn . rộng vào vừa . cũng khác ổn để các mẹ trải nghiệm . khăn cũng không quá giầy các chị nhé . có dịp sẽ ủng_hộ cửa_hàng tiếp nhé . thank cửa_hàng,0,-1,-1,-1
chất_lượng tốt ! dịch_vụ tốt ! sách khỏi bàn !,2,-1,-1,-1
"chân nhẹ không đủ để kê 300kg như mô_tả của cửa_hàng . sữa mua được giá hời nên mua 2 thùng , vị sữa rất ngon , bỏ tủ_lạnh uống ngon hơn , giao hàng hàng cẩn_thận",2,2,2,-1
mùi hương thùng nát nhìn gớm,-1,-1,0,-1
"màu_sắc trắng chất_liệu hơi mỏng đúng với mô_tả đúng nói_chung là y_như hình đẹp cho cửa_hàng 5 sao , lần sao sẻ ủng_hộ cửa_hàng nữa",0,-1,-1,-1
cửa_hàng chính hãng bị hàng và giao hàng hàng nhanh . nói_chung giá_cả cũng như thị_trường . mẫu_mã cũng vậy .,0,1,2,-1
"chất_lượng sản_phẩm tốt . sách được bọc kì càng , giấy tốt",2,-1,-1,-1
"chất_lượng sản_phẩm bình_thường thì hôi nha mn , về màu đậm hơn và ồn ý rất là hăng mùi nhựa , không mát lắm",0,-1,-1,-1
chất_lượng sản_phẩm tốt giấy thì nhỏ . mà còn ít giấy nữa bịt giấy không đầy . . chỗ khác giấy to và nhiều hơn . chỗ này quá ít giấy . ít không nói mà giấy còn nhỏ nữa .,2,-1,-1,-1
"chất_lượng sản_phẩm tốt đúng với mô_tả đúng hàng đóng_gói cẩn_thận , giao hàng hàng nhanhh , có 5 cấp_độ dùng khá mát",2,-1,2,-1
"giao hàng hàng rất nhanh . mình đặt lúc 8h sáng mà 2h chiều đã có hàng rồi . sách rất tốt , chất_liệu giấy tốt . nhưng gáy sách hơi dính chút . nhưng không sao , cho 5 sao",2,-1,2,-1
đúng với mô_tả đặt tất cổ cao mà giao hàng lại là tất cổ trung ạ,1,0,1,-1
"giao hàng hàng rất nhanh , hôm_nay đặt mai đã có , đóng_gói kĩ_lưỡng cho cửa_hàng 5 sao , lần sau sẽ tiếp_tục ủng_hộ vừa với giá tiền bỏ ra , 10 điểm",1,1,2,-1
đẹp,2,-1,-1,-1
sách giao hàng hàng rất đúng hẹn nhưng ở góc sách có dấu_hiệu trong vận_chuyển bị móp . còn lại đẹp và đầy_đủ,2,-1,0,-1
"áo đẹp , chất mát , hàng_hiệu rất tốt !",2,-1,-1,-1
"mùi hương mùi rất là ghê luôn mình hay mua giấy ướt ở đây , những lần trước chất_lượng oki , lần này 1 bịch thì mùi gián nồng_nặc , 1 bịch thì mùi thum_thủm rất khó_chịu luôn",2,1,-1,-1
"phần màu vàng của mình bằng mũ , xấu hơn mẫu . cảm_giác phần cổ quạt không được cứng_cáp",0,1,-1,-1
"đúng với mô_tả đúng chất_lượng sản_phẩm tốt đã xài và cảm_thấy dùng tốt , máy đánh mịn , tiện sử_dụng , giao hàng hàng nhanh",2,-1,2,-1
giao hàng thiếu hàng nhắn nhưng cửa_hàng mãi không rét làm_ăn thế này ai mà xem được hàng đẹp ổn như thái_độ gì hơi chán,2,-1,1,0
"đã nhận được sách , giao hàng hàng rất nhanh , nhưng shopper lại để ướt sách của khách_hàng",2,-1,2,1
đóng_gói sơ_sài hàng lỏng_lẻo cầm không được chắc_tay,1,-1,1,-1
sịn,-1,-1,-1,-1
"sản_phẩm giao hàng hàng nhnh chóng , đóng_gói nhiệt_tình . sản_phẩm chỉ mang tính_chất nhận xu",1,-1,1,2
